Таблица данных:
theta_rad    theta_deg    F(theta)    D(theta)    D(theta)_dB
1.249408e+00  71.585805  9.487903e-01  1.350348e+00  1.304457
1.250980e+00  71.675850  9.492856e-01  1.351758e+00  1.308991
1.252551e+00  71.765895  9.497786e-01  1.353163e+00  1.313500
1.254123e+00  71.855940  9.502693e-01  1.354561e+00  1.317986
1.255694e+00  71.945984  9.507576e-01  1.355954e+00  1.322448
1.257266e+00  72.036029  9.512435e-01  1.357340e+00  1.326887
1.258837e+00  72.126074  9.517271e-01  1.358721e+00  1.331301
1.260409e+00  72.216119  9.522083e-01  1.360095e+00  1.335692
1.261981e+00  72.306164  9.526872e-01  1.361463e+00  1.340060
1.263552e+00  72.396209  9.531638e-01  1.362826e+00  1.344403
1.265124e+00  72.486254  9.536380e-01  1.364182e+00  1.348724
1.266695e+00  72.576299  9.541098e-01  1.365532e+00  1.353020
1.268267e+00  72.666344  9.545793e-01  1.366877e+00  1.357293
1.269839e+00  72.756389  9.550464e-01  1.368215e+00  1.361542
1.271410e+00  72.846434  9.555112e-01  1.369547e+00  1.365768
1.272982e+00  72.936479  9.559736e-01  1.370872e+00  1.369970
1.274553e+00  73.026524  9.564336e-01  1.372192e+00  1.374149
1.276125e+00  73.116569  9.568913e-01  1.373506e+00  1.378305
1.277696e+00  73.206614  9.573466e-01  1.374813e+00  1.382437
1.279268e+00  73.296659  9.577995e-01  1.376114e+00  1.386545
1.280840e+00  73.386704  9.582501e-01  1.377409e+00  1.390630
1.282411e+00  73.476749  9.586983e-01  1.378698e+00  1.394692
1.283983e+00  73.566794  9.591442e-01  1.379981e+00  1.398731
1.285554e+00  73.656839  9.595876e-01  1.381257e+00  1.402746
1.287126e+00  73.746884  9.600287e-01  1.382527e+00  1.406738
1.288698e+00  73.836929  9.604675e-01  1.383791e+00  1.410706
1.290269e+00  73.926974  9.609038e-01  1.385049e+00  1.414651
1.291841e+00  74.017019  9.613378e-01  1.386300e+00  1.418573
1.293412e+00  74.107064  9.617694e-01  1.387545e+00  1.422472
1.294984e+00  74.197109  9.621987e-01  1.388784e+00  1.426348
1.296555e+00  74.287154  9.626255e-01  1.390017e+00  1.430200
1.298127e+00  74.377199  9.630500e-01  1.391243e+00  1.434030
1.299699e+00  74.467244  9.634721e-01  1.392463e+00  1.437836
1.301270e+00  74.557288  9.638919e-01  1.393676e+00  1.441619
1.302842e+00  74.647333  9.643092e-01  1.394883e+00  1.445379
1.304413e+00  74.737378  9.647242e-01  1.396084e+00  1.449116
1.305985e+00  74.827423  9.651367e-01  1.397278e+00  1.452830
1.307556e+00  74.917468  9.655469e-01  1.398466e+00  1.456521
1.309128e+00  75.007513  9.659547e-01  1.399648e+00  1.460188
1.310700e+00  75.097558  9.663602e-01  1.400823e+00  1.463833
1.312271e+00  75.187603  9.667632e-01  1.401992e+00  1.467455
1.313843e+00  75.277648  9.671638e-01  1.403154e+00  1.471054
1.315414e+00  75.367693  9.675621e-01  1.404310e+00  1.474630
1.316986e+00  75.457738  9.679580e-01  1.405459e+00  1.478183
1.318558e+00  75.547783  9.683515e-01  1.406602e+00  1.481713
1.320129e+00  75.637828  9.687425e-01  1.407739e+00  1.485220
1.321701e+00  75.727873  9.691312e-01  1.408868e+00  1.488705
1.323272e+00  75.817918  9.695175e-01  1.409992e+00  1.492166
1.324844e+00  75.907963  9.699014e-01  1.411109e+00  1.495605
1.326415e+00  75.998008  9.702829e-01  1.412219e+00  1.499021
1.327987e+00  76.088053  9.706621e-01  1.413323e+00  1.502414
1.329559e+00  76.178098  9.710388e-01  1.414420e+00  1.505784
1.331130e+00  76.268143  9.714131e-01  1.415511e+00  1.509132
1.332702e+00  76.358188  9.717850e-01  1.416595e+00  1.512457
1.334273e+00  76.448233  9.721545e-01  1.417672e+00  1.515759
1.335845e+00  76.538278  9.725216e-01  1.418743e+00  1.519038
1.337417e+00  76.628323  9.728863e-01  1.419808e+00  1.522295
1.338988e+00  76.718368  9.732486e-01  1.420865e+00  1.525529
1.340560e+00  76.808413  9.736086e-01  1.421916e+00  1.528740
1.342131e+00  76.898458  9.739660e-01  1.422961e+00  1.531929
1.343703e+00  76.988503  9.743211e-01  1.423999e+00  1.535095
1.345274e+00  77.078547  9.746738e-01  1.425030e+00  1.538239
1.346846e+00  77.168592  9.750241e-01  1.426054e+00  1.541360
1.348418e+00  77.258637  9.753720e-01  1.427072e+00  1.544458
1.349989e+00  77.348682  9.757174e-01  1.428083e+00  1.547534
1.351561e+00  77.438727  9.760605e-01  1.429087e+00  1.550587
1.353132e+00  77.528772  9.764011e-01  1.430085e+00  1.553618
1.354704e+00  77.618817  9.767394e-01  1.431076e+00  1.556627
1.356276e+00  77.708862  9.770752e-01  1.432060e+00  1.559612
1.357847e+00  77.798907  9.774086e-01  1.433038e+00  1.562576
1.359419e+00  77.888952  9.777396e-01  1.434008e+00  1.565517
1.360990e+00  77.978997  9.780681e-01  1.434972e+00  1.568435
1.362562e+00  78.069042  9.783943e-01  1.435929e+00  1.571331
1.364133e+00  78.159087  9.787180e-01  1.436880e+00  1.574205
1.365705e+00  78.249132  9.790393e-01  1.437823e+00  1.577056
1.367277e+00  78.339177  9.793583e-01  1.438760e+00  1.579885
1.368848e+00  78.429222  9.796747e-01  1.439690e+00  1.582691
1.370420e+00  78.519267  9.799888e-01  1.440614e+00  1.585475
1.371991e+00  78.609312  9.803004e-01  1.441530e+00  1.588237
1.373563e+00  78.699357  9.806097e-01  1.442440e+00  1.590976
1.375134e+00  78.789402  9.809165e-01  1.443342e+00  1.593693
1.376706e+00  78.879447  9.812208e-01  1.444238e+00  1.596388
1.378278e+00  78.969492  9.815228e-01  1.445127e+00  1.599061
1.379849e+00  79.059537  9.818223e-01  1.446009e+00  1.601711
1.381421e+00  79.149582  9.821194e-01  1.446885e+00  1.604339
1.382992e+00  79.239627  9.824141e-01  1.447753e+00  1.606945
1.384564e+00  79.329672  9.827063e-01  1.448614e+00  1.609528
1.386136e+00  79.419717  9.829962e-01  1.449469e+00  1.612089
1.387707e+00  79.509762  9.832836e-01  1.450317e+00  1.614628
1.389279e+00  79.599807  9.835685e-01  1.451157e+00  1.617145
1.390850e+00  79.689851  9.838511e-01  1.451991e+00  1.619640
1.392422e+00  79.779896  9.841312e-01  1.452818e+00  1.622113
1.393993e+00  79.869941  9.844088e-01  1.453638e+00  1.624563
1.395565e+00  79.959986  9.846841e-01  1.454451e+00  1.626991
1.397137e+00  80.050031  9.849569e-01  1.455257e+00  1.629397
1.398708e+00  80.140076  9.852273e-01  1.456056e+00  1.631781
1.400280e+00  80.230121  9.854952e-01  1.456848e+00  1.634143
1.401851e+00  80.320166  9.857607e-01  1.457633e+00  1.636483
1.403423e+00  80.410211  9.860238e-01  1.458411e+00  1.638801
1.404995e+00  80.500256  9.862844e-01  1.459183e+00  1.641096
1.406566e+00  80.590301  9.865426e-01  1.459947e+00  1.643370
1.408138e+00  80.680346  9.867984e-01  1.460704e+00  1.645622
1.409709e+00  80.770391  9.870517e-01  1.461454e+00  1.647851
1.411281e+00  80.860436  9.873026e-01  1.462197e+00  1.650059
1.412852e+00  80.950481  9.875511e-01  1.462933e+00  1.652244
1.414424e+00  81.040526  9.877971e-01  1.463662e+00  1.654408
1.415996e+00  81.130571  9.880406e-01  1.464384e+00  1.656549
1.417567e+00  81.220616  9.882818e-01  1.465099e+00  1.658669
1.419139e+00  81.310661  9.885205e-01  1.465806e+00  1.660766
1.420710e+00  81.400706  9.887567e-01  1.466507e+00  1.662842
1.422282e+00  81.490751  9.889905e-01  1.467201e+00  1.664895
1.423853e+00  81.580796  9.892219e-01  1.467887e+00  1.666927
1.425425e+00  81.670841  9.894508e-01  1.468567e+00  1.668937
1.426997e+00  81.760886  9.896773e-01  1.469239e+00  1.670925
1.428568e+00  81.850931  9.899013e-01  1.469904e+00  1.672891
1.430140e+00  81.940976  9.901229e-01  1.470562e+00  1.674835
1.431711e+00  82.031021  9.903420e-01  1.471213e+00  1.676757
1.433283e+00  82.121066  9.905587e-01  1.471857e+00  1.678657
1.434855e+00  82.211111  9.907729e-01  1.472494e+00  1.680536
1.436426e+00  82.301155  9.909847e-01  1.473124e+00  1.682392
1.437998e+00  82.391200  9.911941e-01  1.473746e+00  1.684227
1.439569e+00  82.481245  9.914010e-01  1.474361e+00  1.686040
1.441141e+00  82.571290  9.916054e-01  1.474970e+00  1.687831
1.442712e+00  82.661335  9.918074e-01  1.475571e+00  1.689600
1.444284e+00  82.751380  9.920070e-01  1.476164e+00  1.691347
1.445856e+00  82.841425  9.922041e-01  1.476751e+00  1.693073
1.447427e+00  82.931470  9.923987e-01  1.477331e+00  1.694777
1.448999e+00  83.021515  9.925909e-01  1.477903e+00  1.696459
1.450570e+00  83.111560  9.927807e-01  1.478468e+00  1.698119
1.452142e+00  83.201605  9.929680e-01  1.479026e+00  1.699758
1.453714e+00  83.291650  9.931528e-01  1.479577e+00  1.701374
1.455285e+00  83.381695  9.933352e-01  1.480120e+00  1.702969
1.456857e+00  83.471740  9.935152e-01  1.480656e+00  1.704543
1.458428e+00  83.561785  9.936926e-01  1.481185e+00  1.706094
1.460000e+00  83.651830  9.938677e-01  1.481707e+00  1.707624
1.461571e+00  83.741875  9.940402e-01  1.482222e+00  1.709132
1.463143e+00  83.831920  9.942103e-01  1.482729e+00  1.710618
1.464715e+00  83.921965  9.943780e-01  1.483229e+00  1.712083
1.466286e+00  84.012010  9.945432e-01  1.483722e+00  1.713526
1.467858e+00  84.102055  9.947059e-01  1.484208e+00  1.714947
1.469429e+00  84.192100  9.948662e-01  1.484686e+00  1.716347
1.471001e+00  84.282145  9.950241e-01  1.485157e+00  1.717724
1.472573e+00  84.372190  9.951794e-01  1.485621e+00  1.719081
1.474144e+00  84.462235  9.953324e-01  1.486078e+00  1.720415
1.475716e+00  84.552280  9.954828e-01  1.486527e+00  1.721728
1.477287e+00  84.642325  9.956308e-01  1.486969e+00  1.723019
1.478859e+00  84.732370  9.957763e-01  1.487404e+00  1.724289
1.480430e+00  84.822415  9.959194e-01  1.487831e+00  1.725537
1.482002e+00  84.912459  9.960600e-01  1.488251e+00  1.726763
1.483574e+00  85.002504  9.961982e-01  1.488664e+00  1.727968
1.485145e+00  85.092549  9.963339e-01  1.489070e+00  1.729151
1.486717e+00  85.182594  9.964671e-01  1.489468e+00  1.730312
1.488288e+00  85.272639  9.965979e-01  1.489859e+00  1.731452
1.489860e+00  85.362684  9.967262e-01  1.490243e+00  1.732570
1.491431e+00  85.452729  9.968521e-01  1.490619e+00  1.733667
1.493003e+00  85.542774  9.969754e-01  1.490988e+00  1.734742
1.494575e+00  85.632819  9.970964e-01  1.491350e+00  1.735795
1.496146e+00  85.722864  9.972148e-01  1.491704e+00  1.736827
1.497718e+00  85.812909  9.973308e-01  1.492051e+00  1.737838
1.499289e+00  85.902954  9.974444e-01  1.492391e+00  1.738826
1.500861e+00  85.992999  9.975554e-01  1.492723e+00  1.739794
1.502433e+00  86.083044  9.976640e-01  1.493048e+00  1.740739
1.504004e+00  86.173089  9.977702e-01  1.493366e+00  1.741663
1.505576e+00  86.263134  9.978738e-01  1.493677e+00  1.742566
1.507147e+00  86.353179  9.979751e-01  1.493980e+00  1.743447
1.508719e+00  86.443224  9.980738e-01  1.494275e+00  1.744306
1.510290e+00  86.533269  9.981701e-01  1.494564e+00  1.745144
1.511862e+00  86.623314  9.982639e-01  1.494844e+00  1.745960
1.513434e+00  86.713359  9.983552e-01  1.495118e+00  1.746755
1.515005e+00  86.803404  9.984441e-01  1.495384e+00  1.747528
1.516577e+00  86.893449  9.985305e-01  1.495643e+00  1.748280
1.518148e+00  86.983494  9.986145e-01  1.495895e+00  1.749010
1.519720e+00  87.073539  9.986960e-01  1.496139e+00  1.749719
1.521292e+00  87.163584  9.987750e-01  1.496376e+00  1.750406
1.522863e+00  87.253629  9.988515e-01  1.496605e+00  1.751072
1.524435e+00  87.343674  9.989256e-01  1.496827e+00  1.751716
1.526006e+00  87.433718  9.989972e-01  1.497042e+00  1.752339
1.527578e+00  87.523763  9.990664e-01  1.497249e+00  1.752940
1.529149e+00  87.613808  9.991331e-01  1.497449e+00  1.753519
1.530721e+00  87.703853  9.991973e-01  1.497641e+00  1.754078
1.532293e+00  87.793898  9.992590e-01  1.497826e+00  1.754614
1.533864e+00  87.883943  9.993183e-01  1.498004e+00  1.755129
1.535436e+00  87.973988  9.993751e-01  1.498174e+00  1.755623
1.537007e+00  88.064033  9.994294e-01  1.498337e+00  1.756095
1.538579e+00  88.154078  9.994813e-01  1.498493e+00  1.756546
1.540150e+00  88.244123  9.995307e-01  1.498641e+00  1.756975
1.541722e+00  88.334168  9.995776e-01  1.498781e+00  1.757383
1.543294e+00  88.424213  9.996221e-01  1.498915e+00  1.757770
1.544865e+00  88.514258  9.996641e-01  1.499041e+00  1.758134
1.546437e+00  88.604303  9.997036e-01  1.499159e+00  1.758478
1.548008e+00  88.694348  9.997406e-01  1.499270e+00  1.758800
1.549580e+00  88.784393  9.997752e-01  1.499374e+00  1.759100
1.551152e+00  88.874438  9.998073e-01  1.499470e+00  1.759379
1.552723e+00  88.964483  9.998370e-01  1.499559e+00  1.759637
1.554295e+00  89.054528  9.998641e-01  1.499641e+00  1.759873
1.555866e+00  89.144573  9.998888e-01  1.499715e+00  1.760087
1.557438e+00  89.234618  9.999111e-01  1.499782e+00  1.760280
1.559009e+00  89.324663  9.999308e-01  1.499841e+00  1.760452
1.560581e+00  89.414708  9.999481e-01  1.499893e+00  1.760602
1.562153e+00  89.504753  9.999629e-01  1.499937e+00  1.760731
1.563724e+00  89.594798  9.999753e-01  1.499974e+00  1.760838
1.565296e+00  89.684843  9.999852e-01  1.500004e+00  1.760924
1.566867e+00  89.774888  9.999926e-01  1.500026e+00  1.760988
1.568439e+00  89.864933  9.999975e-01  1.500041e+00  1.761031
1.570011e+00  89.954978  1.000000e+00  1.500048e+00  1.761053
1.571582e+00  90.045022  1.000000e+00  1.500048e+00  1.761053
1.573154e+00  90.135067  9.999975e-01  1.500041e+00  1.761031
1.574725e+00  90.225112  9.999926e-01  1.500026e+00  1.760988
1.576297e+00  90.315157  9.999852e-01  1.500004e+00  1.760924
1.577868e+00  90.405202  9.999753e-01  1.499974e+00  1.760838
1.579440e+00  90.495247  9.999629e-01  1.499937e+00  1.760731
1.581012e+00  90.585292  9.999481e-01  1.499893e+00  1.760602
1.582583e+00  90.675337  9.999308e-01  1.499841e+00  1.760452
1.584155e+00  90.765382  9.999111e-01  1.499782e+00  1.760280
1.585726e+00  90.855427  9.998888e-01  1.499715e+00  1.760087
1.587298e+00  90.945472  9.998641e-01  1.499641e+00  1.759873
1.588870e+00  91.035517  9.998370e-01  1.499559e+00  1.759637
1.590441e+00  91.125562  9.998073e-01  1.499470e+00  1.759379
1.592013e+00  91.215607  9.997752e-01  1.499374e+00  1.759100
1.593584e+00  91.305652  9.997406e-01  1.499270e+00  1.758800
1.595156e+00  91.395697  9.997036e-01  1.499159e+00  1.758478
1.596727e+00  91.485742  9.996641e-01  1.499041e+00  1.758134
1.598299e+00  91.575787  9.996221e-01  1.498915e+00  1.757770
1.599871e+00  91.665832  9.995776e-01  1.498781e+00  1.757383
1.601442e+00  91.755877  9.995307e-01  1.498641e+00  1.756975
1.603014e+00  91.845922  9.994813e-01  1.498493e+00  1.756546
1.604585e+00  91.935967  9.994294e-01  1.498337e+00  1.756095
1.606157e+00  92.026012  9.993751e-01  1.498174e+00  1.755623
1.607728e+00  92.116057  9.993183e-01  1.498004e+00  1.755129
1.609300e+00  92.206102  9.992590e-01  1.497826e+00  1.754614
1.610872e+00  92.296147  9.991973e-01  1.497641e+00  1.754078
1.612443e+00  92.386192  9.991331e-01  1.497449e+00  1.753519
1.614015e+00  92.476237  9.990664e-01  1.497249e+00  1.752940
1.615586e+00  92.566282  9.989972e-01  1.497042e+00  1.752339
1.617158e+00  92.656326  9.989256e-01  1.496827e+00  1.751716
1.618730e+00  92.746371  9.988515e-01  1.496605e+00  1.751072
1.620301e+00  92.836416  9.987750e-01  1.496376e+00  1.750406
1.621873e+00  92.926461  9.986960e-01  1.496139e+00  1.749719
1.623444e+00  93.016506  9.986145e-01  1.495895e+00  1.749010
1.625016e+00  93.106551  9.985305e-01  1.495643e+00  1.748280
1.626587e+00  93.196596  9.984441e-01  1.495384e+00  1.747528
1.628159e+00  93.286641  9.983552e-01  1.495118e+00  1.746755
1.629731e+00  93.376686  9.982639e-01  1.494844e+00  1.745960
1.631302e+00  93.466731  9.981701e-01  1.494564e+00  1.745144
1.632874e+00  93.556776  9.980738e-01  1.494275e+00  1.744306
1.634445e+00  93.646821  9.979751e-01  1.493980e+00  1.743447
1.636017e+00  93.736866  9.978738e-01  1.493677e+00  1.742566
1.637589e+00  93.826911  9.977702e-01  1.493366e+00  1.741663
1.639160e+00  93.916956  9.976640e-01  1.493048e+00  1.740739
1.640732e+00  94.007001  9.975554e-01  1.492723e+00  1.739794
1.642303e+00  94.097046  9.974444e-01  1.492391e+00  1.738826
1.643875e+00  94.187091  9.973308e-01  1.492051e+00  1.737838
1.645446e+00  94.277136  9.972148e-01  1.491704e+00  1.736827
1.647018e+00  94.367181  9.970964e-01  1.491350e+00  1.735795
1.648590e+00  94.457226  9.969754e-01  1.490988e+00  1.734742
1.650161e+00  94.547271  9.968521e-01  1.490619e+00  1.733667
1.651733e+00  94.637316  9.967262e-01  1.490243e+00  1.732570
1.653304e+00  94.727361  9.965979e-01  1.489859e+00  1.731452
1.654876e+00  94.817406  9.964671e-01  1.489468e+00  1.730312
1.656447e+00  94.907451  9.963339e-01  1.489070e+00  1.729151
1.658019e+00  94.997496  9.961982e-01  1.488664e+00  1.727968
1.659591e+00  95.087541  9.960600e-01  1.488251e+00  1.726763
1.661162e+00  95.177585  9.959194e-01  1.487831e+00  1.725537
1.662734e+00  95.267630  9.957763e-01  1.487404e+00  1.724289
1.664305e+00  95.357675  9.956308e-01  1.486969e+00  1.723019
1.665877e+00  95.447720  9.954828e-01  1.486527e+00  1.721728
1.667449e+00  95.537765  9.953324e-01  1.486078e+00  1.720415
1.669020e+00  95.627810  9.951794e-01  1.485621e+00  1.719081
1.670592e+00  95.717855  9.950241e-01  1.485157e+00  1.717724
1.672163e+00  95.807900  9.948662e-01  1.484686e+00  1.716347
1.673735e+00  95.897945  9.947059e-01  1.484208e+00  1.714947
1.675306e+00  95.987990  9.945432e-01  1.483722e+00  1.713526
1.676878e+00  96.078035  9.943780e-01  1.483229e+00  1.712083
1.678450e+00  96.168080  9.942103e-01  1.482729e+00  1.710618
1.680021e+00  96.258125  9.940402e-01  1.482222e+00  1.709132
1.681593e+00  96.348170  9.938677e-01  1.481707e+00  1.707624
1.683164e+00  96.438215  9.936926e-01  1.481185e+00  1.706094
1.684736e+00  96.528260  9.935152e-01  1.480656e+00  1.704543
1.686308e+00  96.618305  9.933352e-01  1.480120e+00  1.702969
1.687879e+00  96.708350  9.931528e-01  1.479577e+00  1.701374
1.689451e+00  96.798395  9.929680e-01  1.479026e+00  1.699758
1.691022e+00  96.888440  9.927807e-01  1.478468e+00  1.698119
1.692594e+00  96.978485  9.925909e-01  1.477903e+00  1.696459
1.694165e+00  97.068530  9.923987e-01  1.477331e+00  1.694777
1.695737e+00  97.158575  9.922041e-01  1.476751e+00  1.693073
1.697309e+00  97.248620  9.920070e-01  1.476164e+00  1.691347
1.698880e+00  97.338665  9.918074e-01  1.475571e+00  1.689600
1.700452e+00  97.428710  9.916054e-01  1.474970e+00  1.687831
1.702023e+00  97.518755  9.914010e-01  1.474361e+00  1.686040
1.703595e+00  97.608800  9.911941e-01  1.473746e+00  1.684227
1.705167e+00  97.698845  9.909847e-01  1.473124e+00  1.682392
1.706738e+00  97.788889  9.907729e-01  1.472494e+00  1.680536
1.708310e+00  97.878934  9.905587e-01  1.471857e+00  1.678657
1.709881e+00  97.968979  9.903420e-01  1.471213e+00  1.676757
1.711453e+00  98.059024  9.901229e-01  1.470562e+00  1.674835
1.713024e+00  98.149069  9.899013e-01  1.469904e+00  1.672891
1.714596e+00  98.239114  9.896773e-01  1.469239e+00  1.670925
1.716168e+00  98.329159  9.894508e-01  1.468567e+00  1.668937
1.717739e+00  98.419204  9.892219e-01  1.467887e+00  1.666927
1.719311e+00  98.509249  9.889905e-01  1.467201e+00  1.664895
1.720882e+00  98.599294  9.887567e-01  1.466507e+00  1.662842
1.722454e+00  98.689339  9.885205e-01  1.465806e+00  1.660766
1.724025e+00  98.779384  9.882818e-01  1.465099e+00  1.658669
1.725597e+00  98.869429  9.880406e-01  1.464384e+00  1.656549
1.727169e+00  98.959474  9.877971e-01  1.463662e+00  1.654408
1.728740e+00  99.049519  9.875511e-01  1.462933e+00  1.652244
1.730312e+00  99.139564  9.873026e-01  1.462197e+00  1.650059
1.731883e+00  99.229609  9.870517e-01  1.461454e+00  1.647851
1.733455e+00  99.319654  9.867984e-01  1.460704e+00  1.645622
1.735027e+00  99.409699  9.865426e-01  1.459947e+00  1.643370
1.736598e+00  99.499744  9.862844e-01  1.459183e+00  1.641096
1.738170e+00  99.589789  9.860238e-01  1.458411e+00  1.638801
1.739741e+00  99.679834  9.857607e-01  1.457633e+00  1.636483
1.741313e+00  99.769879  9.854952e-01  1.456848e+00  1.634143
1.742884e+00  99.859924  9.852273e-01  1.456056e+00  1.631781
1.744456e+00  99.949969  9.849569e-01  1.455257e+00  1.629397
1.746028e+00  100.040014  9.846841e-01  1.454451e+00  1.626991
1.747599e+00  100.130059  9.844088e-01  1.453638e+00  1.624563
1.749171e+00  100.220104  9.841312e-01  1.452818e+00  1.622113
1.750742e+00  100.310149  9.838511e-01  1.451991e+00  1.619640
1.752314e+00  100.400193  9.835685e-01  1.451157e+00  1.617145
1.753886e+00  100.490238  9.832836e-01  1.450317e+00  1.614628
1.755457e+00  100.580283  9.829962e-01  1.449469e+00  1.612089
1.757029e+00  100.670328  9.827063e-01  1.448614e+00  1.609528
1.758600e+00  100.760373  9.824141e-01  1.447753e+00  1.606945
1.760172e+00  100.850418  9.821194e-01  1.446885e+00  1.604339
1.761743e+00  100.940463  9.818223e-01  1.446009e+00  1.601711
1.763315e+00  101.030508  9.815228e-01  1.445127e+00  1.599061
1.764887e+00  101.120553  9.812208e-01  1.444238e+00  1.596388
1.766458e+00  101.210598  9.809165e-01  1.443342e+00  1.593693
1.768030e+00  101.300643  9.806097e-01  1.442440e+00  1.590976
1.769601e+00  101.390688  9.803004e-01  1.441530e+00  1.588237
1.771173e+00  101.480733  9.799888e-01  1.440614e+00  1.585475
1.772745e+00  101.570778  9.796747e-01  1.439690e+00  1.582691
1.774316e+00  101.660823  9.793583e-01  1.438760e+00  1.579885
1.775888e+00  101.750868  9.790393e-01  1.437823e+00  1.577056
1.777459e+00  101.840913  9.787180e-01  1.436880e+00  1.574205
1.779031e+00  101.930958  9.783943e-01  1.435929e+00  1.571331
1.780602e+00  102.021003  9.780681e-01  1.434972e+00  1.568435
1.782174e+00  102.111048  9.777396e-01  1.434008e+00  1.565517
1.783746e+00  102.201093  9.774086e-01  1.433038e+00  1.562576
1.785317e+00  102.291138  9.770752e-01  1.432060e+00  1.559612
1.786889e+00  102.381183  9.767394e-01  1.431076e+00  1.556627
1.788460e+00  102.471228  9.764011e-01  1.430085e+00  1.553618
1.790032e+00  102.561273  9.760605e-01  1.429087e+00  1.550587
1.791603e+00  102.651318  9.757174e-01  1.428083e+00  1.547534
1.793175e+00  102.741363  9.753720e-01  1.427072e+00  1.544458
1.794747e+00  102.831408  9.750241e-01  1.426054e+00  1.541360
1.796318e+00  102.921453  9.746738e-01  1.425030e+00  1.538239
1.797890e+00  103.011497  9.743211e-01  1.423999e+00  1.535095
1.799461e+00  103.101542  9.739660e-01  1.422961e+00  1.531929
1.801033e+00  103.191587  9.736086e-01  1.421916e+00  1.528740
1.802605e+00  103.281632  9.732486e-01  1.420865e+00  1.525529
1.804176e+00  103.371677  9.728863e-01  1.419808e+00  1.522295
1.805748e+00  103.461722  9.725216e-01  1.418743e+00  1.519038
1.807319e+00  103.551767  9.721545e-01  1.417672e+00  1.515759
1.808891e+00  103.641812  9.717850e-01  1.416595e+00  1.512457
1.810462e+00  103.731857  9.714131e-01  1.415511e+00  1.509132
1.812034e+00  103.821902  9.710388e-01  1.414420e+00  1.505784
1.813606e+00  103.911947  9.706621e-01  1.413323e+00  1.502414
1.815177e+00  104.001992  9.702829e-01  1.412219e+00  1.499021
1.816749e+00  104.092037  9.699014e-01  1.411109e+00  1.495605
1.818320e+00  104.182082  9.695175e-01  1.409992e+00  1.492166
1.819892e+00  104.272127  9.691312e-01  1.408868e+00  1.488705
1.821464e+00  104.362172  9.687425e-01  1.407739e+00  1.485220
1.823035e+00  104.452217  9.683515e-01  1.406602e+00  1.481713
1.824607e+00  104.542262  9.679580e-01  1.405459e+00  1.478183
1.826178e+00  104.632307  9.675621e-01  1.404310e+00  1.474630
1.827750e+00  104.722352  9.671638e-01  1.403154e+00  1.471054
1.829321e+00  104.812397  9.667632e-01  1.401992e+00  1.467455
1.830893e+00  104.902442  9.663602e-01  1.400823e+00  1.463833
1.832465e+00  104.992487  9.659547e-01  1.399648e+00  1.460188
1.834036e+00  105.082532  9.655469e-01  1.398466e+00  1.456521
1.835608e+00  105.172577  9.651367e-01  1.397278e+00  1.452830
1.837179e+00  105.262622  9.647242e-01  1.396084e+00  1.449116
1.838751e+00  105.352667  9.643092e-01  1.394883e+00  1.445379
1.840322e+00  105.442712  9.638919e-01  1.393676e+00  1.441619
1.841894e+00  105.532756  9.634721e-01  1.392463e+00  1.437836
1.843466e+00  105.622801  9.630500e-01  1.391243e+00  1.434030
1.845037e+00  105.712846  9.626255e-01  1.390017e+00  1.430200
1.846609e+00  105.802891  9.621987e-01  1.388784e+00  1.426348
1.848180e+00  105.892936  9.617694e-01  1.387545e+00  1.422472
1.849752e+00  105.982981  9.613378e-01  1.386300e+00  1.418573
1.851324e+00  106.073026  9.609038e-01  1.385049e+00  1.414651
1.852895e+00  106.163071  9.604675e-01  1.383791e+00  1.410706
1.854467e+00  106.253116  9.600287e-01  1.382527e+00  1.406738
1.856038e+00  106.343161  9.595876e-01  1.381257e+00  1.402746
1.857610e+00  106.433206  9.591442e-01  1.379981e+00  1.398731
1.859181e+00  106.523251  9.586983e-01  1.378698e+00  1.394692
1.860753e+00  106.613296  9.582501e-01  1.377409e+00  1.390630
1.862325e+00  106.703341  9.577995e-01  1.376114e+00  1.386545
1.863896e+00  106.793386  9.573466e-01  1.374813e+00  1.382437
1.865468e+00  106.883431  9.568913e-01  1.373506e+00  1.378305
1.867039e+00  106.973476  9.564336e-01  1.372192e+00  1.374149
1.868611e+00  107.063521  9.559736e-01  1.370872e+00  1.369970
1.870183e+00  107.153566  9.555112e-01  1.369547e+00  1.365768
1.871754e+00  107.243611  9.550464e-01  1.368215e+00  1.361542
1.873326e+00  107.333656  9.545793e-01  1.366877e+00  1.357293
1.874897e+00  107.423701  9.541098e-01  1.365532e+00  1.353020
1.876469e+00  107.513746  9.536380e-01  1.364182e+00  1.348724
1.878040e+00  107.603791  9.531638e-01  1.362826e+00  1.344403
1.879612e+00  107.693836  9.526872e-01  1.361463e+00  1.340060
1.881184e+00  107.783881  9.522083e-01  1.360095e+00  1.335692
1.882755e+00  107.873926  9.517271e-01  1.358721e+00  1.331301
1.884327e+00  107.963971  9.512435e-01  1.357340e+00  1.326887
1.885898e+00  108.054016  9.507576e-01  1.355954e+00  1.322448
1.887470e+00  108.144060  9.502693e-01  1.354561e+00  1.317986
1.889042e+00  108.234105  9.497786e-01  1.353163e+00  1.313500
1.890613e+00  108.324150  9.492856e-01  1.351758e+00  1.308991
1.892185e+00  108.414195  9.487903e-01  1.350348e+00  1.304457
