Таблица данных:
theta_rad    theta_deg    F(theta)    D(theta)    D(theta)_dB
2.528675e+00  144.882406  5.752250e-01  4.963417e-01  -3.042193
2.530247e+00  144.972451  5.739388e-01  4.941245e-01  -3.061636
2.531818e+00  145.062496  5.726511e-01  4.919098e-01  -3.081145
2.533390e+00  145.152541  5.713621e-01  4.896977e-01  -3.100719
2.534961e+00  145.242586  5.700716e-01  4.874882e-01  -3.120359
2.536533e+00  145.332631  5.687797e-01  4.852812e-01  -3.140065
2.538105e+00  145.422676  5.674865e-01  4.830769e-01  -3.159837
2.539676e+00  145.512721  5.661918e-01  4.808752e-01  -3.179676
2.541248e+00  145.602766  5.648957e-01  4.786762e-01  -3.199582
2.542819e+00  145.692811  5.635982e-01  4.764798e-01  -3.219555
2.544391e+00  145.782856  5.622994e-01  4.742862e-01  -3.239595
2.545962e+00  145.872901  5.609991e-01  4.720953e-01  -3.259703
2.547534e+00  145.962946  5.596975e-01  4.699071e-01  -3.279880
2.549106e+00  146.052991  5.583945e-01  4.677217e-01  -3.300125
2.550677e+00  146.143036  5.570901e-01  4.655391e-01  -3.320439
2.552249e+00  146.233081  5.557843e-01  4.633593e-01  -3.340821
2.553820e+00  146.323126  5.544772e-01  4.611823e-01  -3.361274
2.555392e+00  146.413171  5.531687e-01  4.590082e-01  -3.381796
2.556963e+00  146.503216  5.518588e-01  4.568369e-01  -3.402388
2.558535e+00  146.593261  5.505475e-01  4.546686e-01  -3.423051
2.560107e+00  146.683306  5.492349e-01  4.525032e-01  -3.443784
2.561678e+00  146.773351  5.479210e-01  4.503407e-01  -3.464588
2.563250e+00  146.863396  5.466057e-01  4.481811e-01  -3.485464
2.564821e+00  146.953440  5.452890e-01  4.460246e-01  -3.506412
2.566393e+00  147.043485  5.439710e-01  4.438710e-01  -3.527432
2.567965e+00  147.133530  5.426517e-01  4.417205e-01  -3.548524
2.569536e+00  147.223575  5.413310e-01  4.395730e-01  -3.569689
2.571108e+00  147.313620  5.400090e-01  4.374286e-01  -3.590928
2.572679e+00  147.403665  5.386856e-01  4.352873e-01  -3.612240
2.574251e+00  147.493710  5.373609e-01  4.331491e-01  -3.633626
2.575822e+00  147.583755  5.360349e-01  4.310140e-01  -3.655086
2.577394e+00  147.673800  5.347076e-01  4.288821e-01  -3.676621
2.578966e+00  147.763845  5.333789e-01  4.267534e-01  -3.698230
2.580537e+00  147.853890  5.320489e-01  4.246278e-01  -3.719916
2.582109e+00  147.943935  5.307176e-01  4.225055e-01  -3.741677
2.583680e+00  148.033980  5.293850e-01  4.203864e-01  -3.763514
2.585252e+00  148.124025  5.280511e-01  4.182705e-01  -3.785427
2.586824e+00  148.214070  5.267159e-01  4.161579e-01  -3.807418
2.588395e+00  148.304115  5.253794e-01  4.140487e-01  -3.829486
2.589967e+00  148.394160  5.240416e-01  4.119427e-01  -3.851632
2.591538e+00  148.484205  5.227025e-01  4.098401e-01  -3.873855
2.593110e+00  148.574250  5.213621e-01  4.077409e-01  -3.896158
2.594681e+00  148.664295  5.200204e-01  4.056450e-01  -3.918539
2.596253e+00  148.754340  5.186775e-01  4.035525e-01  -3.940999
2.597825e+00  148.844385  5.173332e-01  4.014635e-01  -3.963540
2.599396e+00  148.934430  5.159877e-01  3.993779e-01  -3.986160
2.600968e+00  149.024475  5.146409e-01  3.972957e-01  -4.008861
2.602539e+00  149.114520  5.132929e-01  3.952171e-01  -4.031643
2.604111e+00  149.204565  5.119435e-01  3.931419e-01  -4.054506
2.605682e+00  149.294610  5.105929e-01  3.910703e-01  -4.077451
2.607254e+00  149.384655  5.092411e-01  3.890022e-01  -4.100479
2.608826e+00  149.474700  5.078879e-01  3.869377e-01  -4.123589
2.610397e+00  149.564744  5.065336e-01  3.848768e-01  -4.146782
2.611969e+00  149.654789  5.051780e-01  3.828195e-01  -4.170059
2.613540e+00  149.744834  5.038211e-01  3.807658e-01  -4.193420
2.615112e+00  149.834879  5.024630e-01  3.787158e-01  -4.216866
2.616684e+00  149.924924  5.011036e-01  3.766694e-01  -4.240396
2.618255e+00  150.014969  4.997430e-01  3.746267e-01  -4.264012
2.619827e+00  150.105014  4.983812e-01  3.725878e-01  -4.287714
2.621398e+00  150.195059  4.970182e-01  3.705525e-01  -4.311502
2.622970e+00  150.285104  4.956539e-01  3.685210e-01  -4.335377
2.624541e+00  150.375149  4.942884e-01  3.664933e-01  -4.359339
2.626113e+00  150.465194  4.929217e-01  3.644694e-01  -4.383389
2.627685e+00  150.555239  4.915537e-01  3.624493e-01  -4.407528
2.629256e+00  150.645284  4.901846e-01  3.604330e-01  -4.431755
2.630828e+00  150.735329  4.888142e-01  3.584205e-01  -4.456071
2.632399e+00  150.825374  4.874426e-01  3.564120e-01  -4.480477
2.633971e+00  150.915419  4.860698e-01  3.544073e-01  -4.504974
2.635543e+00  151.005464  4.846959e-01  3.524065e-01  -4.529561
2.637114e+00  151.095509  4.833207e-01  3.504096e-01  -4.554240
2.638686e+00  151.185554  4.819443e-01  3.484167e-01  -4.579010
2.640257e+00  151.275599  4.805668e-01  3.464278e-01  -4.603873
2.641829e+00  151.365644  4.791880e-01  3.444429e-01  -4.628828
2.643400e+00  151.455689  4.778081e-01  3.424619e-01  -4.653877
2.644972e+00  151.545734  4.764270e-01  3.404850e-01  -4.679020
2.646544e+00  151.635779  4.750447e-01  3.385121e-01  -4.704258
2.648115e+00  151.725824  4.736613e-01  3.365433e-01  -4.729590
2.649687e+00  151.815869  4.722766e-01  3.345786e-01  -4.755018
2.651258e+00  151.905914  4.708908e-01  3.326180e-01  -4.780542
2.652830e+00  151.995959  4.695039e-01  3.306615e-01  -4.806163
2.654402e+00  152.086003  4.681158e-01  3.287092e-01  -4.831882
2.655973e+00  152.176048  4.667265e-01  3.267610e-01  -4.857698
2.657545e+00  152.266093  4.653361e-01  3.248170e-01  -4.883613
2.659116e+00  152.356138  4.639445e-01  3.228772e-01  -4.909626
2.660688e+00  152.446183  4.625518e-01  3.209416e-01  -4.935740
2.662259e+00  152.536228  4.611579e-01  3.190103e-01  -4.961953
2.663831e+00  152.626273  4.597629e-01  3.170832e-01  -4.988268
2.665403e+00  152.716318  4.583668e-01  3.151604e-01  -5.014684
2.666974e+00  152.806363  4.569696e-01  3.132419e-01  -5.041202
2.668546e+00  152.896408  4.555712e-01  3.113277e-01  -5.067823
2.670117e+00  152.986453  4.541716e-01  3.094178e-01  -5.094547
2.671689e+00  153.076498  4.527710e-01  3.075123e-01  -5.121375
2.673260e+00  153.166543  4.513693e-01  3.056112e-01  -5.148308
2.674832e+00  153.256588  4.499664e-01  3.037144e-01  -5.175346
2.676404e+00  153.346633  4.485624e-01  3.018221e-01  -5.202490
2.677975e+00  153.436678  4.471573e-01  2.999342e-01  -5.229740
2.679547e+00  153.526723  4.457511e-01  2.980507e-01  -5.257098
2.681118e+00  153.616768  4.443438e-01  2.961717e-01  -5.284564
2.682690e+00  153.706813  4.429354e-01  2.942972e-01  -5.312139
2.684262e+00  153.796858  4.415260e-01  2.924272e-01  -5.339822
2.685833e+00  153.886903  4.401154e-01  2.905617e-01  -5.367616
2.687405e+00  153.976948  4.387037e-01  2.887008e-01  -5.395521
2.688976e+00  154.066993  4.372910e-01  2.868444e-01  -5.423537
2.690548e+00  154.157038  4.358772e-01  2.849925e-01  -5.451665
2.692119e+00  154.247083  4.344623e-01  2.831453e-01  -5.479906
2.693691e+00  154.337128  4.330463e-01  2.813027e-01  -5.508261
2.695263e+00  154.427173  4.316293e-01  2.794647e-01  -5.536730
2.696834e+00  154.517218  4.302111e-01  2.776314e-01  -5.565314
2.698406e+00  154.607263  4.287920e-01  2.758027e-01  -5.594014
2.699977e+00  154.697307  4.273717e-01  2.739788e-01  -5.622831
2.701549e+00  154.787352  4.259505e-01  2.721595e-01  -5.651765
2.703121e+00  154.877397  4.245281e-01  2.703449e-01  -5.680818
2.704692e+00  154.967442  4.231048e-01  2.685351e-01  -5.709989
2.706264e+00  155.057487  4.216803e-01  2.667301e-01  -5.739280
2.707835e+00  155.147532  4.202549e-01  2.649298e-01  -5.768692
2.709407e+00  155.237577  4.188284e-01  2.631343e-01  -5.798226
2.710978e+00  155.327622  4.174008e-01  2.613436e-01  -5.827881
2.712550e+00  155.417667  4.159722e-01  2.595577e-01  -5.857660
2.714122e+00  155.507712  4.145426e-01  2.577767e-01  -5.887563
2.715693e+00  155.597757  4.131120e-01  2.560006e-01  -5.917590
2.717265e+00  155.687802  4.116804e-01  2.542293e-01  -5.947744
2.718836e+00  155.777847  4.102477e-01  2.524629e-01  -5.978023
2.720408e+00  155.867892  4.088141e-01  2.507015e-01  -6.008431
2.721979e+00  155.957937  4.073794e-01  2.489450e-01  -6.038966
2.723551e+00  156.047982  4.059437e-01  2.471934e-01  -6.069631
2.725123e+00  156.138027  4.045070e-01  2.454468e-01  -6.100426
2.726694e+00  156.228072  4.030693e-01  2.437052e-01  -6.131352
2.728266e+00  156.318117  4.016306e-01  2.419686e-01  -6.162410
2.729837e+00  156.408162  4.001910e-01  2.402370e-01  -6.193601
2.731409e+00  156.498207  3.987503e-01  2.385104e-01  -6.224927
2.732981e+00  156.588252  3.973087e-01  2.367889e-01  -6.256386
2.734552e+00  156.678297  3.958660e-01  2.350725e-01  -6.287982
2.736124e+00  156.768342  3.944224e-01  2.333611e-01  -6.319715
2.737695e+00  156.858387  3.929779e-01  2.316549e-01  -6.351586
2.739267e+00  156.948432  3.915323e-01  2.299538e-01  -6.383595
2.740838e+00  157.038477  3.900858e-01  2.282578e-01  -6.415744
2.742410e+00  157.128522  3.886383e-01  2.265669e-01  -6.448035
2.743982e+00  157.218567  3.871899e-01  2.248813e-01  -6.480467
2.745553e+00  157.308611  3.857405e-01  2.232008e-01  -6.513043
2.747125e+00  157.398656  3.842901e-01  2.215255e-01  -6.545762
2.748696e+00  157.488701  3.828389e-01  2.198555e-01  -6.578627
2.750268e+00  157.578746  3.813866e-01  2.181907e-01  -6.611638
2.751840e+00  157.668791  3.799334e-01  2.165311e-01  -6.644797
2.753411e+00  157.758836  3.784793e-01  2.148768e-01  -6.678104
2.754983e+00  157.848881  3.770243e-01  2.132278e-01  -6.711561
2.756554e+00  157.938926  3.755683e-01  2.115841e-01  -6.745169
2.758126e+00  158.028971  3.741114e-01  2.099458e-01  -6.778929
2.759697e+00  158.119016  3.726535e-01  2.083127e-01  -6.812842
2.761269e+00  158.209061  3.711948e-01  2.066850e-01  -6.846910
2.762841e+00  158.299106  3.697351e-01  2.050627e-01  -6.881133
2.764412e+00  158.389151  3.682745e-01  2.034458e-01  -6.915514
2.765984e+00  158.479196  3.668130e-01  2.018342e-01  -6.950052
2.767555e+00  158.569241  3.653506e-01  2.002281e-01  -6.984750
2.769127e+00  158.659286  3.638873e-01  1.986274e-01  -7.019608
2.770699e+00  158.749331  3.624231e-01  1.970322e-01  -7.054629
2.772270e+00  158.839376  3.609580e-01  1.954424e-01  -7.089813
2.773842e+00  158.929421  3.594921e-01  1.938581e-01  -7.125161
2.775413e+00  159.019466  3.580252e-01  1.922793e-01  -7.160676
2.776985e+00  159.109511  3.565574e-01  1.907060e-01  -7.196357
2.778556e+00  159.199556  3.550888e-01  1.891382e-01  -7.232208
2.780128e+00  159.289601  3.536193e-01  1.875760e-01  -7.268228
2.781700e+00  159.379646  3.521489e-01  1.860193e-01  -7.304421
2.783271e+00  159.469691  3.506776e-01  1.844682e-01  -7.340786
2.784843e+00  159.559736  3.492055e-01  1.829226e-01  -7.377325
2.786414e+00  159.649781  3.477325e-01  1.813827e-01  -7.414041
2.787986e+00  159.739826  3.462587e-01  1.798484e-01  -7.450933
2.789557e+00  159.829871  3.447840e-01  1.783198e-01  -7.488005
2.791129e+00  159.919915  3.433084e-01  1.767967e-01  -7.525257
2.792701e+00  160.009960  3.418321e-01  1.752794e-01  -7.562692
2.794272e+00  160.100005  3.403548e-01  1.737677e-01  -7.600309
2.795844e+00  160.190050  3.388767e-01  1.722617e-01  -7.638112
2.797415e+00  160.280095  3.373978e-01  1.707614e-01  -7.676102
2.798987e+00  160.370140  3.359181e-01  1.692669e-01  -7.714280
2.800559e+00  160.460185  3.344375e-01  1.677781e-01  -7.752648
2.802130e+00  160.550230  3.329561e-01  1.662950e-01  -7.791208
2.803702e+00  160.640275  3.314739e-01  1.648177e-01  -7.829962
2.805273e+00  160.730320  3.299908e-01  1.633462e-01  -7.868910
2.806845e+00  160.820365  3.285070e-01  1.618805e-01  -7.908056
2.808416e+00  160.910410  3.270223e-01  1.604205e-01  -7.947400
2.809988e+00  161.000455  3.255368e-01  1.589665e-01  -7.986945
2.811560e+00  161.090500  3.240505e-01  1.575182e-01  -8.026693
2.813131e+00  161.180545  3.225634e-01  1.560758e-01  -8.066644
2.814703e+00  161.270590  3.210756e-01  1.546393e-01  -8.106802
2.816274e+00  161.360635  3.195869e-01  1.532086e-01  -8.147168
2.817846e+00  161.450680  3.180974e-01  1.517839e-01  -8.187744
2.819418e+00  161.540725  3.166072e-01  1.503650e-01  -8.228532
2.820989e+00  161.630770  3.151162e-01  1.489521e-01  -8.269534
2.822561e+00  161.720815  3.136244e-01  1.475451e-01  -8.310751
2.824132e+00  161.810860  3.121318e-01  1.461441e-01  -8.352187
2.825704e+00  161.900905  3.106384e-01  1.447490e-01  -8.393844
2.827275e+00  161.990950  3.091443e-01  1.433599e-01  -8.435722
2.828847e+00  162.080995  3.076494e-01  1.419768e-01  -8.477825
2.830419e+00  162.171040  3.061538e-01  1.405998e-01  -8.520154
2.831990e+00  162.261085  3.046574e-01  1.392287e-01  -8.562713
2.833562e+00  162.351130  3.031603e-01  1.378637e-01  -8.605502
2.835133e+00  162.441174  3.016624e-01  1.365047e-01  -8.648525
2.836705e+00  162.531219  3.001637e-01  1.351518e-01  -8.691783
2.838276e+00  162.621264  2.986643e-01  1.338049e-01  -8.735280
2.839848e+00  162.711309  2.971642e-01  1.324641e-01  -8.779017
2.841420e+00  162.801354  2.956634e-01  1.311295e-01  -8.822997
2.842991e+00  162.891399  2.941618e-01  1.298009e-01  -8.867222
2.844563e+00  162.981444  2.926595e-01  1.284785e-01  -8.911695
2.846134e+00  163.071489  2.911564e-01  1.271622e-01  -8.956419
2.847706e+00  163.161534  2.896527e-01  1.258521e-01  -9.001396
2.849278e+00  163.251579  2.881482e-01  1.245481e-01  -9.046628
2.850849e+00  163.341624  2.866431e-01  1.232503e-01  -9.092119
2.852421e+00  163.431669  2.851372e-01  1.219587e-01  -9.137870
2.853992e+00  163.521714  2.836306e-01  1.206734e-01  -9.183886
2.855564e+00  163.611759  2.821233e-01  1.193942e-01  -9.230168
2.857135e+00  163.701804  2.806153e-01  1.181212e-01  -9.276720
2.858707e+00  163.791849  2.791066e-01  1.168545e-01  -9.323544
2.860279e+00  163.881894  2.775973e-01  1.155941e-01  -9.370643
2.861850e+00  163.971939  2.760872e-01  1.143399e-01  -9.418021
2.863422e+00  164.061984  2.745765e-01  1.130920e-01  -9.465680
2.864993e+00  164.152029  2.730651e-01  1.118504e-01  -9.513624
2.866565e+00  164.242074  2.715530e-01  1.106151e-01  -9.561856
2.868137e+00  164.332119  2.700402e-01  1.093861e-01  -9.610378
2.869708e+00  164.422164  2.685268e-01  1.081635e-01  -9.659194
2.871280e+00  164.512209  2.670127e-01  1.069471e-01  -9.708308
2.872851e+00  164.602254  2.654980e-01  1.057372e-01  -9.757723
2.874423e+00  164.692299  2.639826e-01  1.045336e-01  -9.807442
2.875994e+00  164.782344  2.624665e-01  1.033364e-01  -9.857469
2.877566e+00  164.872389  2.609498e-01  1.021455e-01  -9.907807
2.879138e+00  164.962434  2.594325e-01  1.009611e-01  -9.958460
2.880709e+00  165.052478  2.579145e-01  9.978306e-02  -10.009432
2.882281e+00  165.142523  2.563959e-01  9.861145e-02  -10.060726
2.883852e+00  165.232568  2.548766e-01  9.744629e-02  -10.112347
2.885424e+00  165.322613  2.533567e-01  9.628757e-02  -10.164298
2.886996e+00  165.412658  2.518362e-01  9.513530e-02  -10.216583
2.888567e+00  165.502703  2.503151e-01  9.398951e-02  -10.269206
2.890139e+00  165.592748  2.487934e-01  9.285020e-02  -10.322172
2.891710e+00  165.682793  2.472710e-01  9.171738e-02  -10.375484
2.893282e+00  165.772838  2.457480e-01  9.059106e-02  -10.429147
2.894853e+00  165.862883  2.442244e-01  8.947125e-02  -10.483165
2.896425e+00  165.952928  2.427003e-01  8.835797e-02  -10.537542
2.897997e+00  166.042973  2.411755e-01  8.725123e-02  -10.592284
2.899568e+00  166.133018  2.396501e-01  8.615104e-02  -10.647395
2.901140e+00  166.223063  2.381241e-01  8.505740e-02  -10.702879
2.902711e+00  166.313108  2.365976e-01  8.397033e-02  -10.758742
2.904283e+00  166.403153  2.350704e-01  8.288984e-02  -10.814987
2.905854e+00  166.493198  2.335427e-01  8.181594e-02  -10.871621
2.907426e+00  166.583243  2.320144e-01  8.074864e-02  -10.928648
2.908998e+00  166.673288  2.304855e-01  7.968795e-02  -10.986073
2.910569e+00  166.763333  2.289561e-01  7.863388e-02  -11.043903
2.912141e+00  166.853378  2.274261e-01  7.758645e-02  -11.102141
2.913712e+00  166.943423  2.258955e-01  7.654566e-02  -11.160794
2.915284e+00  167.033468  2.243644e-01  7.551152e-02  -11.219868
2.916856e+00  167.123513  2.228327e-01  7.448404e-02  -11.279368
2.918427e+00  167.213558  2.213005e-01  7.346324e-02  -11.339299
2.919999e+00  167.303603  2.197677e-01  7.244912e-02  -11.399669
2.921570e+00  167.393648  2.182344e-01  7.144169e-02  -11.460483
2.923142e+00  167.483693  2.167006e-01  7.044097e-02  -11.521747
2.924713e+00  167.573738  2.151662e-01  6.944696e-02  -11.583468
2.926285e+00  167.663782  2.136312e-01  6.845967e-02  -11.645652
2.927857e+00  167.753827  2.120958e-01  6.747912e-02  -11.708306
2.929428e+00  167.843872  2.105598e-01  6.650531e-02  -11.771437
2.931000e+00  167.933917  2.090233e-01  6.553824e-02  -11.835052
2.932571e+00  168.023962  2.074863e-01  6.457795e-02  -11.899158
2.934143e+00  168.114007  2.059488e-01  6.362442e-02  -11.963762
2.935715e+00  168.204052  2.044108e-01  6.267767e-02  -12.028872
2.937286e+00  168.294097  2.028722e-01  6.173771e-02  -12.094495
2.938858e+00  168.384142  2.013332e-01  6.080455e-02  -12.160639
2.940429e+00  168.474187  1.997937e-01  5.987820e-02  -12.227313
2.942001e+00  168.564232  1.982536e-01  5.895867e-02  -12.294523
2.943572e+00  168.654277  1.967131e-01  5.804596e-02  -12.362280
2.945144e+00  168.744322  1.951721e-01  5.714009e-02  -12.430591
2.946716e+00  168.834367  1.936307e-01  5.624106e-02  -12.499465
2.948287e+00  168.924412  1.920887e-01  5.534889e-02  -12.568911
2.949859e+00  169.014457  1.905463e-01  5.446357e-02  -12.638939
2.951430e+00  169.104502  1.890034e-01  5.358513e-02  -12.709557
2.953002e+00  169.194547  1.874600e-01  5.271357e-02  -12.780776
2.954574e+00  169.284592  1.859161e-01  5.184890e-02  -12.852605
2.956145e+00  169.374637  1.843719e-01  5.099112e-02  -12.925055
2.957717e+00  169.464682  1.828271e-01  5.014025e-02  -12.998135
2.959288e+00  169.554727  1.812819e-01  4.929629e-02  -13.071858
2.960860e+00  169.644772  1.797363e-01  4.845925e-02  -13.146233
2.962431e+00  169.734817  1.781902e-01  4.762914e-02  -13.221272
2.964003e+00  169.824862  1.766436e-01  4.680598e-02  -13.296987
2.965575e+00  169.914907  1.750967e-01  4.598975e-02  -13.373389
2.967146e+00  170.004952  1.735493e-01  4.518049e-02  -13.450491
2.968718e+00  170.094997  1.720015e-01  4.437818e-02  -13.528305
2.970289e+00  170.185041  1.704532e-01  4.358285e-02  -13.606844
2.971861e+00  170.275086  1.689045e-01  4.279449e-02  -13.686121
2.973432e+00  170.365131  1.673554e-01  4.201312e-02  -13.766151
2.975004e+00  170.455176  1.658059e-01  4.123874e-02  -13.846946
2.976576e+00  170.545221  1.642560e-01  4.047137e-02  -13.928521
2.978147e+00  170.635266  1.627057e-01  3.971100e-02  -14.010892
2.979719e+00  170.725311  1.611550e-01  3.895765e-02  -14.094072
2.981290e+00  170.815356  1.596039e-01  3.821133e-02  -14.178079
2.982862e+00  170.905401  1.580524e-01  3.747203e-02  -14.262928
2.984434e+00  170.995446  1.565005e-01  3.673978e-02  -14.348635
2.986005e+00  171.085491  1.549482e-01  3.601456e-02  -14.435218
2.987577e+00  171.175536  1.533955e-01  3.529641e-02  -14.522695
2.989148e+00  171.265581  1.518424e-01  3.458531e-02  -14.611083
2.990720e+00  171.355626  1.502890e-01  3.388128e-02  -14.700402
2.992291e+00  171.445671  1.487352e-01  3.318432e-02  -14.790670
2.993863e+00  171.535716  1.471811e-01  3.249445e-02  -14.881908
2.995435e+00  171.625761  1.456265e-01  3.181166e-02  -14.974136
2.997006e+00  171.715806  1.440717e-01  3.113597e-02  -15.067376
2.998578e+00  171.805851  1.425164e-01  3.046738e-02  -15.161649
3.000149e+00  171.895896  1.409608e-01  2.980589e-02  -15.256978
3.001721e+00  171.985941  1.394049e-01  2.915152e-02  -15.353387
3.003293e+00  172.075986  1.378486e-01  2.850428e-02  -15.450900
3.004864e+00  172.166031  1.362920e-01  2.786415e-02  -15.549541
3.006436e+00  172.256076  1.347350e-01  2.723117e-02  -15.649338
3.008007e+00  172.346121  1.331777e-01  2.660532e-02  -15.750315
3.009579e+00  172.436166  1.316201e-01  2.598662e-02  -15.852503
3.011150e+00  172.526211  1.300622e-01  2.537507e-02  -15.955928
3.012722e+00  172.616256  1.285039e-01  2.477067e-02  -16.060622
3.014294e+00  172.706301  1.269453e-01  2.417344e-02  -16.166615
3.015865e+00  172.796345  1.253864e-01  2.358339e-02  -16.273938
3.017437e+00  172.886390  1.238272e-01  2.300050e-02  -16.382627
3.019008e+00  172.976435  1.222677e-01  2.242480e-02  -16.492714
3.020580e+00  173.066480  1.207079e-01  2.185629e-02  -16.604236
3.022151e+00  173.156525  1.191477e-01  2.129497e-02  -16.717230
3.023723e+00  173.246570  1.175873e-01  2.074084e-02  -16.831736
3.025295e+00  173.336615  1.160266e-01  2.019392e-02  -16.947793
3.026866e+00  173.426660  1.144657e-01  1.965421e-02  -17.065443
3.028438e+00  173.516705  1.129044e-01  1.912172e-02  -17.184731
3.030009e+00  173.606750  1.113428e-01  1.859644e-02  -17.305701
3.031581e+00  173.696795  1.097810e-01  1.807839e-02  -17.428402
3.033153e+00  173.786840  1.082189e-01  1.756757e-02  -17.552883
3.034724e+00  173.876885  1.066566e-01  1.706399e-02  -17.679195
3.036296e+00  173.966930  1.050939e-01  1.656764e-02  -17.807393
3.037867e+00  174.056975  1.035311e-01  1.607854e-02  -17.937534
3.039439e+00  174.147020  1.019679e-01  1.559669e-02  -18.069675
3.041010e+00  174.237065  1.004045e-01  1.512210e-02  -18.203880
3.042582e+00  174.327110  9.884090e-02  1.465476e-02  -18.340213
3.044154e+00  174.417155  9.727702e-02  1.419469e-02  -18.478742
3.045725e+00  174.507200  9.571290e-02  1.374188e-02  -18.619538
3.047297e+00  174.597245  9.414854e-02  1.329635e-02  -18.762675
3.048868e+00  174.687290  9.258395e-02  1.285810e-02  -18.908233
3.050440e+00  174.777335  9.101913e-02  1.242712e-02  -19.056293
3.052012e+00  174.867380  8.945409e-02  1.200344e-02  -19.206943
3.053583e+00  174.957425  8.788882e-02  1.158704e-02  -19.360274
3.055155e+00  175.047470  8.632334e-02  1.117794e-02  -19.516382
3.056726e+00  175.137515  8.475765e-02  1.077614e-02  -19.675369
3.058298e+00  175.227560  8.319175e-02  1.038164e-02  -19.837342
3.059869e+00  175.317605  8.162564e-02  9.994440e-03  -20.002416
3.061441e+00  175.407649  8.005933e-02  9.614554e-03  -20.170709
3.063013e+00  175.497694  7.849282e-02  9.241982e-03  -20.342349
3.064584e+00  175.587739  7.692612e-02  8.876728e-03  -20.517471
3.066156e+00  175.677784  7.535923e-02  8.518794e-03  -20.696219
3.067727e+00  175.767829  7.379215e-02  8.168185e-03  -20.878744
3.069299e+00  175.857874  7.222489e-02  7.824904e-03  -21.065210
3.070871e+00  175.947919  7.065745e-02  7.488955e-03  -21.255788
3.072442e+00  176.037964  6.908984e-02  7.160340e-03  -21.450664
3.074014e+00  176.128009  6.752205e-02  6.839062e-03  -21.650034
3.075585e+00  176.218054  6.595410e-02  6.525126e-03  -21.854111
3.077157e+00  176.308099  6.438599e-02  6.218535e-03  -22.063119
3.078728e+00  176.398144  6.281772e-02  5.919290e-03  -22.277304
3.080300e+00  176.488189  6.124929e-02  5.627396e-03  -22.496926
3.081872e+00  176.578234  5.968072e-02  5.342854e-03  -22.722267
3.083443e+00  176.668279  5.811199e-02  5.065669e-03  -22.953632
3.085015e+00  176.758324  5.654312e-02  4.795842e-03  -23.191352
3.086586e+00  176.848369  5.497411e-02  4.533376e-03  -23.435783
3.088158e+00  176.938414  5.340497e-02  4.278274e-03  -23.687314
3.089729e+00  177.028459  5.183569e-02  4.030539e-03  -23.946369
3.091301e+00  177.118504  5.026629e-02  3.790172e-03  -24.213411
3.092873e+00  177.208549  4.869676e-02  3.557177e-03  -24.488946
3.094444e+00  177.298594  4.712711e-02  3.331555e-03  -24.773530
3.096016e+00  177.388639  4.555735e-02  3.113309e-03  -25.067778
3.097587e+00  177.478684  4.398747e-02  2.902440e-03  -25.372367
3.099159e+00  177.568729  4.241749e-02  2.698952e-03  -25.688048
3.100731e+00  177.658774  4.084740e-02  2.502846e-03  -26.015659
3.102302e+00  177.748819  3.927721e-02  2.314123e-03  -26.356135
3.103874e+00  177.838864  3.770692e-02  2.132786e-03  -26.710526
3.105445e+00  177.928909  3.613654e-02  1.958837e-03  -27.080017
3.107017e+00  178.018953  3.456607e-02  1.792277e-03  -27.465948
3.108588e+00  178.108998  3.299551e-02  1.633108e-03  -27.869850
3.110160e+00  178.199043  3.142487e-02  1.481332e-03  -28.293476
3.111732e+00  178.289088  2.985416e-02  1.336949e-03  -28.738850
3.113303e+00  178.379133  2.828337e-02  1.199962e-03  -29.208324
3.114875e+00  178.469178  2.671251e-02  1.070372e-03  -29.704652
3.116446e+00  178.559223  2.514159e-02  9.481798e-04  -30.231093
3.118018e+00  178.649268  2.357060e-02  8.333869e-04  -30.791533
3.119590e+00  178.739313  2.199956e-02  7.259943e-04  -31.390668
3.121161e+00  178.829358  2.042846e-02  6.260032e-04  -32.034235
3.122733e+00  178.919403  1.885731e-02  5.334145e-04  -32.729352
3.124304e+00  179.009448  1.728611e-02  4.482291e-04  -33.484999
3.125876e+00  179.099493  1.571488e-02  3.704480e-04  -34.312728
3.127447e+00  179.189538  1.414360e-02  3.000718e-04  -35.227748
3.129019e+00  179.279583  1.257229e-02  2.371013e-04  -36.250661
3.130591e+00  179.369628  1.100094e-02  1.815370e-04  -37.410348
3.132162e+00  179.459673  9.429574e-03  1.333796e-04  -38.749106
3.133734e+00  179.549718  7.858181e-03  9.262950e-05  -40.332507
3.135305e+00  179.639763  6.286768e-03  5.928709e-05  -42.270399
3.136877e+00  179.729808  4.715339e-03  3.335272e-05  -44.768688
3.138448e+00  179.819853  3.143899e-03  1.482663e-05  -48.289574
3.140020e+00  179.909898  1.572452e-03  3.709026e-06  -54.307402
3.141592e+00  179.999943  8.999872e-07  1.215005e-12  -119.154221
