theta_deg D_times D_dB
139.66 1.173294e-03 -29.305933
139.75 1.174140e-03 -29.302801
139.84 1.175045e-03 -29.299454
139.93 1.176009e-03 -29.295892
140.02 1.177033e-03 -29.292115
140.11 1.178116e-03 -29.288121
140.20 1.179258e-03 -29.283911
140.29 1.180461e-03 -29.279483
140.38 1.181724e-03 -29.274838
140.47 1.183049e-03 -29.269974
140.56 1.184434e-03 -29.264891
140.65 1.185881e-03 -29.259589
140.74 1.187390e-03 -29.254067
140.83 1.188961e-03 -29.248324
140.92 1.190595e-03 -29.242360
141.01 1.192292e-03 -29.236175
141.10 1.194052e-03 -29.229768
141.19 1.195876e-03 -29.223139
141.28 1.197764e-03 -29.216287
141.37 1.199717e-03 -29.209213
141.46 1.201735e-03 -29.201914
141.55 1.203818e-03 -29.194392
141.64 1.205967e-03 -29.186645
141.73 1.208183e-03 -29.178674
141.82 1.210465e-03 -29.170478
141.91 1.212815e-03 -29.162056
142.00 1.215232e-03 -29.153409
142.09 1.217717e-03 -29.144535
142.18 1.220271e-03 -29.135436
142.27 1.222895e-03 -29.126110
142.36 1.225588e-03 -29.116557
142.45 1.228351e-03 -29.106776
142.54 1.231184e-03 -29.096769
142.63 1.234089e-03 -29.086534
142.72 1.237066e-03 -29.076071
142.81 1.240115e-03 -29.065380
142.90 1.243237e-03 -29.054460
142.99 1.246432e-03 -29.043312
143.08 1.249702e-03 -29.031936
143.17 1.253046e-03 -29.020330
143.26 1.256465e-03 -29.008496
143.35 1.259960e-03 -28.996433
143.44 1.263531e-03 -28.984140
143.53 1.267180e-03 -28.971618
143.62 1.270906e-03 -28.958866
143.71 1.274710e-03 -28.945885
143.80 1.278594e-03 -28.932674
143.89 1.282557e-03 -28.919233
143.98 1.286601e-03 -28.905563
144.07 1.290725e-03 -28.891662
144.16 1.294932e-03 -28.877532
144.25 1.299221e-03 -28.863171
144.34 1.303593e-03 -28.848581
144.43 1.308049e-03 -28.833761
144.52 1.312590e-03 -28.818710
144.61 1.317216e-03 -28.803430
144.70 1.321929e-03 -28.787919
144.79 1.326729e-03 -28.772179
144.88 1.331616e-03 -28.756209
144.97 1.336593e-03 -28.740009
145.06 1.341659e-03 -28.723579
145.15 1.346815e-03 -28.706919
145.24 1.352063e-03 -28.690030
145.33 1.357403e-03 -28.672911
145.42 1.362836e-03 -28.655563
145.51 1.368364e-03 -28.637985
145.60 1.373986e-03 -28.620178
145.69 1.379704e-03 -28.602142
145.78 1.385518e-03 -28.583877
145.87 1.391431e-03 -28.565383
145.96 1.397442e-03 -28.546661
146.05 1.403554e-03 -28.527710
146.14 1.409766e-03 -28.508531
146.23 1.416080e-03 -28.489123
146.32 1.422497e-03 -28.469488
146.41 1.429018e-03 -28.449624
146.50 1.435644e-03 -28.429534
146.59 1.442376e-03 -28.409215
146.68 1.449216e-03 -28.388670
146.77 1.456164e-03 -28.367898
146.86 1.463222e-03 -28.346899
146.95 1.470390e-03 -28.325673
147.04 1.477671e-03 -28.304221
147.13 1.485066e-03 -28.282544
147.22 1.492574e-03 -28.260640
147.31 1.500199e-03 -28.238511
147.40 1.507941e-03 -28.216157
147.49 1.515801e-03 -28.193578
147.58 1.523781e-03 -28.170775
147.67 1.531882e-03 -28.147747
147.76 1.540106e-03 -28.124495
147.85 1.548453e-03 -28.101019
147.94 1.556926e-03 -28.077320
148.03 1.565526e-03 -28.053398
148.12 1.574254e-03 -28.029253
148.21 1.583111e-03 -28.004885
148.30 1.592101e-03 -27.980295
148.39 1.601222e-03 -27.955483
148.48 1.610479e-03 -27.930450
148.57 1.619871e-03 -27.905196
148.66 1.629401e-03 -27.879720
148.75 1.639070e-03 -27.854024
148.84 1.648881e-03 -27.828108
148.93 1.658834e-03 -27.801972
149.02 1.668931e-03 -27.775616
149.11 1.679174e-03 -27.749042
149.20 1.689566e-03 -27.722248
149.29 1.700107e-03 -27.695236
149.38 1.710801e-03 -27.668006
149.47 1.721647e-03 -27.640558
149.56 1.732649e-03 -27.612893
149.65 1.743809e-03 -27.585011
149.74 1.755128e-03 -27.556912
149.83 1.766609e-03 -27.528596
149.92 1.778253e-03 -27.500065
150.01 1.790062e-03 -27.471318
150.11 1.802040e-03 -27.442356
150.20 1.814187e-03 -27.413179
150.29 1.826506e-03 -27.383788
150.38 1.839000e-03 -27.354182
150.47 1.851671e-03 -27.324363
150.56 1.864520e-03 -27.294330
150.65 1.877550e-03 -27.264084
150.74 1.890765e-03 -27.233625
150.83 1.904165e-03 -27.202954
150.92 1.917754e-03 -27.172072
151.01 1.931534e-03 -27.140977
151.10 1.945507e-03 -27.109671
151.19 1.959677e-03 -27.078154
151.28 1.974046e-03 -27.046427
151.37 1.988617e-03 -27.014489
151.46 2.003392e-03 -26.982341
151.55 2.018374e-03 -26.949984
151.64 2.033566e-03 -26.917418
151.73 2.048971e-03 -26.884643
151.82 2.064591e-03 -26.851659
151.91 2.080431e-03 -26.818467
152.00 2.096493e-03 -26.785066
152.09 2.112779e-03 -26.751459
152.18 2.129294e-03 -26.717644
152.27 2.146040e-03 -26.683622
152.36 2.163021e-03 -26.649393
152.45 2.180240e-03 -26.614958
152.54 2.197700e-03 -26.580317
152.63 2.215404e-03 -26.545470
152.72 2.233358e-03 -26.510417
152.81 2.251563e-03 -26.475159
152.90 2.270023e-03 -26.439697
152.99 2.288743e-03 -26.404029
153.08 2.307726e-03 -26.368157
153.17 2.326976e-03 -26.332081
153.26 2.346497e-03 -26.295801
153.35 2.366292e-03 -26.259317
153.44 2.386366e-03 -26.222629
153.53 2.406723e-03 -26.185738
153.62 2.427368e-03 -26.148644
153.71 2.448303e-03 -26.111348
153.80 2.469535e-03 -26.073848
153.89 2.491067e-03 -26.036147
153.98 2.512903e-03 -25.998242
154.07 2.535049e-03 -25.960136
154.16 2.557509e-03 -25.921828
154.25 2.580288e-03 -25.883318
154.34 2.603391e-03 -25.844606
154.43 2.626823e-03 -25.805693
154.52 2.650588e-03 -25.766578
154.61 2.674692e-03 -25.727262
154.70 2.699141e-03 -25.687745
154.79 2.723939e-03 -25.648027
154.88 2.749092e-03 -25.608107
154.97 2.774606e-03 -25.567987
155.06 2.800486e-03 -25.527666
155.15 2.826738e-03 -25.487145
155.24 2.853368e-03 -25.446422
155.33 2.880382e-03 -25.405499
155.42 2.907786e-03 -25.364375
155.51 2.935587e-03 -25.323050
155.60 2.963791e-03 -25.281525
155.69 2.992403e-03 -25.239799
155.78 3.021432e-03 -25.197872
155.87 3.050883e-03 -25.155744
155.96 3.080764e-03 -25.113416
156.05 3.111081e-03 -25.070887
156.14 3.141842e-03 -25.028156
156.23 3.173054e-03 -24.985225
156.32 3.204725e-03 -24.942092
156.41 3.236862e-03 -24.898758
156.50 3.269473e-03 -24.855223
156.59 3.302565e-03 -24.811486
156.68 3.336148e-03 -24.767547
156.77 3.370229e-03 -24.723406
156.86 3.404816e-03 -24.679063
156.95 3.439919e-03 -24.634518
157.04 3.475546e-03 -24.589770
157.13 3.511705e-03 -24.544819
157.22 3.548407e-03 -24.499666
157.31 3.585660e-03 -24.454308
157.40 3.623475e-03 -24.408748
157.49 3.661860e-03 -24.362983
157.58 3.700826e-03 -24.317014
157.67 3.740382e-03 -24.270840
157.76 3.780540e-03 -24.224461
157.85 3.821310e-03 -24.177877
157.94 3.862703e-03 -24.131087
158.03 3.904729e-03 -24.084091
158.12 3.947400e-03 -24.036888
158.21 3.990728e-03 -23.989478
158.30 4.034725e-03 -23.941861
158.39 4.079401e-03 -23.894036
158.48 4.124771e-03 -23.846002
158.57 4.170846e-03 -23.797759
158.66 4.217639e-03 -23.749306
158.75 4.265164e-03 -23.700643
158.84 4.313433e-03 -23.651769
158.93 4.362461e-03 -23.602684
159.02 4.412262e-03 -23.553387
159.11 4.462850e-03 -23.503877
159.20 4.514240e-03 -23.454154
159.29 4.566447e-03 -23.404216
159.38 4.619485e-03 -23.354064
159.47 4.673372e-03 -23.303696
159.56 4.728123e-03 -23.253112
159.65 4.783755e-03 -23.202311
159.74 4.840284e-03 -23.151291
159.83 4.897728e-03 -23.100053
159.92 4.956104e-03 -23.048596
160.01 5.015431e-03 -22.996917
160.10 5.075727e-03 -22.945018
160.19 5.137011e-03 -22.892895
160.28 5.199302e-03 -22.840550
160.37 5.262620e-03 -22.787980
160.46 5.326986e-03 -22.735184
160.55 5.392421e-03 -22.682162
160.64 5.458945e-03 -22.628913
160.73 5.526581e-03 -22.575435
160.82 5.595351e-03 -22.521727
160.91 5.665278e-03 -22.467788
161.00 5.736386e-03 -22.413616
161.09 5.808698e-03 -22.359212
161.18 5.882240e-03 -22.304572
161.27 5.957037e-03 -22.249697
161.36 6.033114e-03 -22.194584
161.45 6.110499e-03 -22.139233
161.54 6.189219e-03 -22.083642
161.63 6.269301e-03 -22.027809
161.72 6.350774e-03 -21.971733
161.81 6.433669e-03 -21.915413
161.90 6.518014e-03 -21.858847
161.99 6.603842e-03 -21.802033
162.08 6.691184e-03 -21.744971
162.17 6.780072e-03 -21.687657
162.26 6.870540e-03 -21.630091
162.35 6.962623e-03 -21.572271
162.44 7.056356e-03 -21.514195
162.53 7.151776e-03 -21.455861
162.62 7.248918e-03 -21.397268
162.71 7.347823e-03 -21.338413
162.80 7.448528e-03 -21.279295
162.89 7.551075e-03 -21.219912
162.98 7.655505e-03 -21.160262
163.07 7.761860e-03 -21.100342
163.16 7.870185e-03 -21.040150
163.25 7.980525e-03 -20.979686
163.34 8.092925e-03 -20.918945
163.43 8.207434e-03 -20.857926
163.52 8.324099e-03 -20.796627
163.61 8.442973e-03 -20.735046
163.70 8.564107e-03 -20.673179
163.79 8.687553e-03 -20.611025
163.88 8.813367e-03 -20.548582
163.97 8.941605e-03 -20.485845
164.06 9.072325e-03 -20.422814
164.15 9.205587e-03 -20.359485
164.24 9.341453e-03 -20.295855
164.33 9.479987e-03 -20.231923
164.42 9.621252e-03 -20.167684
164.51 9.765317e-03 -20.103136
164.60 9.912251e-03 -20.038277
164.69 1.006213e-02 -19.973103
164.78 1.021501e-02 -19.907610
164.87 1.037099e-02 -19.841797
164.96 1.053014e-02 -19.775659
165.05 1.069253e-02 -19.709194
165.14 1.085826e-02 -19.642397
165.23 1.102741e-02 -19.575266
165.32 1.120006e-02 -19.507798
165.41 1.137631e-02 -19.439987
165.50 1.155625e-02 -19.371832
165.59 1.173998e-02 -19.303328
165.68 1.192760e-02 -19.234471
165.77 1.211921e-02 -19.165257
165.86 1.231492e-02 -19.095683
165.95 1.251485e-02 -19.025744
166.04 1.271910e-02 -18.955436
166.13 1.292779e-02 -18.884756
166.22 1.314106e-02 -18.813697
166.31 1.335901e-02 -18.742257
166.40 1.358179e-02 -18.670431
166.49 1.380952e-02 -18.598213
166.58 1.404236e-02 -18.525599
166.67 1.428044e-02 -18.452585
166.76 1.452391e-02 -18.379165
166.85 1.477293e-02 -18.305335
166.94 1.502765e-02 -18.231088
167.03 1.528826e-02 -18.156420
167.12 1.555491e-02 -18.081326
167.21 1.582778e-02 -18.005799
167.30 1.610707e-02 -17.929834
167.39 1.639296e-02 -17.853426
167.48 1.668566e-02 -17.776567
167.57 1.698536e-02 -17.699253
167.66 1.729228e-02 -17.621477
167.75 1.760665e-02 -17.543233
167.84 1.792870e-02 -17.464513
167.93 1.825866e-02 -17.385312
168.02 1.859678e-02 -17.305622
168.11 1.894333e-02 -17.225437
168.20 1.929857e-02 -17.144749
168.29 1.966278e-02 -17.063551
168.38 2.003625e-02 -16.981836
168.47 2.041928e-02 -16.899595
168.56 2.081220e-02 -16.816821
168.65 2.121531e-02 -16.733505
168.74 2.162898e-02 -16.649640
168.83 2.205354e-02 -16.565217
168.92 2.248937e-02 -16.480226
169.01 2.293686e-02 -16.394660
169.10 2.339641e-02 -16.308509
169.19 2.386842e-02 -16.221763
169.28 2.435335e-02 -16.134412
169.37 2.485165e-02 -16.046448
169.46 2.536379e-02 -15.957859
169.55 2.589026e-02 -15.868635
169.64 2.643160e-02 -15.778766
169.73 2.698833e-02 -15.688240
169.82 2.756103e-02 -15.597046
169.91 2.815028e-02 -15.505173
170.00 2.875671e-02 -15.412607
170.09 2.938097e-02 -15.319338
170.19 3.002374e-02 -15.225352
170.28 3.068572e-02 -15.130637
170.37 3.136766e-02 -15.035179
170.46 3.207035e-02 -14.938963
170.55 3.279460e-02 -14.841977
170.64 3.354127e-02 -14.744206
170.73 3.431126e-02 -14.645633
170.82 3.510553e-02 -14.546245
170.91 3.592506e-02 -14.446025
171.00 3.677091e-02 -14.344956
171.09 3.764418e-02 -14.243022
171.18 3.854601e-02 -14.140205
171.27 3.947764e-02 -14.036488
171.36 4.044035e-02 -13.931851
171.45 4.143549e-02 -13.826276
171.54 4.246448e-02 -13.719742
171.63 4.352883e-02 -13.612230
171.72 4.463013e-02 -13.503718
171.81 4.577006e-02 -13.394185
171.90 4.695040e-02 -13.283607
171.99 4.817300e-02 -13.171963
172.08 4.943987e-02 -13.059227
172.17 5.075309e-02 -12.945375
172.26 5.211491e-02 -12.830380
172.35 5.352766e-02 -12.714218
172.44 5.499385e-02 -12.596858
172.53 5.651615e-02 -12.478274
172.62 5.809737e-02 -12.358435
172.71 5.974051e-02 -12.237311
172.80 6.144875e-02 -12.114869
172.89 6.322550e-02 -11.991077
172.98 6.507438e-02 -11.865900
173.07 6.699923e-02 -11.739302
173.16 6.900418e-02 -11.611246
173.25 7.109362e-02 -11.481693
173.34 7.327226e-02 -11.350604
173.43 7.554512e-02 -11.217936
173.52 7.791758e-02 -11.083646
173.61 8.039541e-02 -10.947687
173.70 8.298481e-02 -10.810014
173.79 8.569242e-02 -10.670576
173.88 8.852539e-02 -10.529322
173.97 9.149141e-02 -10.386197
174.06 9.459876e-02 -10.241146
174.15 9.785637e-02 -10.094109
174.24 1.012739e-01 -9.945025
174.33 1.048618e-01 -9.793829
174.42 1.086312e-01 -9.640453
174.51 1.125945e-01 -9.484827
174.60 1.167650e-01 -9.326875
174.69 1.211569e-01 -9.166519
174.78 1.257860e-01 -9.003678
174.87 1.306693e-01 -8.838264
174.96 1.358255e-01 -8.670185
175.05 1.412750e-01 -8.499347
175.14 1.470400e-01 -8.325646
175.23 1.531448e-01 -8.148976
175.32 1.596164e-01 -7.969224
175.41 1.664842e-01 -7.786270
175.50 1.737807e-01 -7.599985
175.59 1.815417e-01 -7.410236
175.68 1.898069e-01 -7.216880
175.77 1.986203e-01 -7.019763
175.86 2.080308e-01 -6.818724
175.95 2.180926e-01 -6.613591
176.04 2.288665e-01 -6.404178
176.13 2.404203e-01 -6.190288
176.22 2.528302e-01 -5.971711
176.31 2.661816e-01 -5.748220
176.40 2.805710e-01 -5.519572
176.49 2.961076e-01 -5.285505
176.58 3.129149e-01 -5.045737
176.67 3.311339e-01 -4.799964
176.76 3.509252e-01 -4.547855
176.85 3.724728e-01 -4.289054
176.94 3.959888e-01 -4.023171
177.03 4.217175e-01 -3.749784
177.12 4.499426e-01 -3.468429
177.21 4.809943e-01 -3.178600
177.30 5.152594e-01 -2.879741
177.39 5.531924e-01 -2.571238
177.48 5.953312e-01 -2.252414
177.57 6.423155e-01 -1.922516
177.66 6.949109e-01 -1.580709
177.75 7.540400e-01 -1.226056
177.84 8.208224e-01 -0.857508
177.93 8.966272e-01 -0.473881
178.02 9.831432e-01 -0.073832
178.11 1.082472e+00 0.344167
178.20 1.197256e+00 0.781870
178.29 1.330853e+00 1.241301
178.38 1.487583e+00 1.724811
178.47 1.673076e+00 2.235156
178.56 1.894782e+00 2.775593
178.65 2.162723e+00 3.350009
178.74 2.490634e+00 3.963099
178.83 2.897744e+00 4.620600
178.92 3.411640e+00 5.329631
179.01 4.073026e+00 6.099172
179.10 4.943986e+00 6.940773
179.19 6.123003e+00 7.869645
179.28 7.773898e+00 8.906388
179.37 1.018564e+01 10.079885
179.46 1.390731e+01 11.432431
179.55 2.008908e+01 13.029600
179.64 3.148646e+01 14.981239
179.73 5.614684e+01 17.493253
179.82 1.267023e+02 21.027844
179.91 5.080838e+02 27.059353
180.00 1.260455e+09 91.005272
